epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,234,,,,,,,,,,,,,,,,,31.62833595275879,19.534608840942383,30.7948055267334,0.9737470149993896,33.67036437988281,19.746822357177734,32.83682632446289,0.9685999751091003,25.853172302246094,15.400087356567383,25.01958465576172,1.0,33.98493957519531,19.83595085144043,33.151405334472656,0.967620313167572
0,234,28.565353393554688,14.693910598754883,27.731937408447266,0.9560810923576355,31.429174423217773,15.363945007324219,30.596006393432617,0.9376000165939331,26.893762588500977,13.141868591308594,26.057815551757812,0.9375,31.74197006225586,15.45349407196045,30.90886878967285,0.9359952807426453,,,,,,,,,,,,,,,,
1,469,,,,,,,,,,,,,,,,,31.60637855529785,22.347450256347656,30.77281951904297,0.940334141254425,33.54240798950195,22.470611572265625,32.70883560180664,0.9377999901771545,25.269908905029297,17.96712875366211,24.436378479003906,0.9444444179534912,33.85443115234375,22.553966522216797,33.020835876464844,0.9374583959579468
1,469,20.341293334960938,13.049718856811523,19.508230209350586,0.8851351141929626,24.54999542236328,13.946357727050781,23.71635627746582,0.8877333402633667,20.42962646484375,12.028708457946777,19.598175048828125,0.8125,24.973819732666016,14.051292419433594,24.14008903503418,0.8890193700790405,,,,,,,,,,,,,,,,
2,704,,,,,,,,,,,,,,,,,16.485309600830078,10.432868957519531,15.65207576751709,0.8926014304161072,18.645706176757812,10.804120063781738,17.812458038330078,0.8989999890327454,13.74250602722168,8.424129486083984,12.909223556518555,0.8888888955116272,18.924755096435547,10.876622200012207,18.09150505065918,0.8997560143470764
2,704,10.422743797302246,6.0704755783081055,9.588638305664062,0.7837837934494019,14.856863975524902,7.173893928527832,14.023242950439453,0.86080002784729,9.100093841552734,6.43678617477417,8.264111518859863,0.8333333134651184,15.323346138000488,7.280170917510986,14.489802360534668,0.8678802251815796,,,,,,,,,,,,,,,,
3,939,,,,,,,,,,,,,,,,,14.893086433410645,9.256144523620605,14.059739112854004,0.8520286679267883,16.705032348632812,9.523823738098145,15.871709823608398,0.8722000122070312,11.26009464263916,7.275808334350586,10.426788330078125,0.7916666865348816,16.960357666015625,9.584590911865234,16.127037048339844,0.875360369682312
3,939,9.311347961425781,4.1096906661987305,8.476778030395508,0.8175675868988037,12.249382972717285,5.084043025970459,11.415837287902832,0.8517333269119263,8.709803581237793,4.296852111816406,7.876623630523682,0.8333333134651184,12.554593086242676,5.179814338684082,11.721135139465332,0.8549618124961853,,,,,,,,,,,,,,,,
4,1174,,,,,,,,,,,,,,,,,14.492164611816406,8.912089347839355,13.658785820007324,0.8663484454154968,16.975234985351562,9.693449020385742,16.141874313354492,0.876800000667572,10.843311309814453,6.949044704437256,10.009950637817383,0.8055555820465088,17.30388641357422,9.809879302978516,16.470531463623047,0.8789088726043701
4,1174,9.038837432861328,3.971365451812744,8.206135749816895,0.7972972989082336,11.461172103881836,4.694238662719727,10.627830505371094,0.839733362197876,7.962657928466797,3.7871978282928467,7.127182483673096,0.8541666865348816,11.720988273620605,4.76984167098999,10.887626647949219,0.8432178497314453,,,,,,,,,,,,,,,,
